road_corridor,slope_deg,elevation_m,rainfall_1h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_clay_percent,distance_to_river_m,vegetation_ndvi,historical_incidents,road_quality,p_landslide_true,landslide_occurred,p_flood_true,flood_occurred,inundation_depth_cm,risk_multiplier
NH-37 (Silchar-Imphal),29.7,421.1,1.9,2.6,5.1,27.7,517.5,0.35,1,4,0.0989,0,0.0488,0,0.0,1.42
NH-06 (Guwahati-Shillong),19.9,2018.3,0.5,1.2,2.2,48.1,603.0,0.586,5,4,0.0434,0,0.0439,0,0.0,1.29
NH-15 (North Bank Brahmaputra),54.8,1203.7,17.0,111.6,344.6,41.3,175.3,0.88,4,2,0.9484,1,0.5289,0,0.0,4.06
NH-37 (Silchar-Imphal),52.7,1528.8,35.6,276.9,750.0,45.4,390.4,0.624,7,3,0.9551,1,0.4968,1,83.3,4.52
NH-27 (East-West Corridor),26.1,1569.8,5.1,9.8,15.6,31.6,177.4,0.599,1,4,0.0608,0,0.1175,0,0.0,1.4
NH-15 (North Bank Brahmaputra),43.4,2006.0,20.4,118.0,318.1,52.7,1840.8,0.43,3,5,0.9342,1,0.1785,0,0.0,3.23
NH-06 (Guwahati-Shillong),50.1,1527.8,0.8,1.6,3.0,28.8,373.1,0.657,4,2,0.3785,0,0.0714,0,0.0,2.35
NH-27 (East-West Corridor),38.9,1485.8,0.0,0.1,0.2,36.2,802.0,0.578,3,4,0.2583,0,0.0341,0,0.0,1.75
NH-06 (Guwahati-Shillong),37.8,473.3,0.6,0.8,1.3,52.3,181.8,0.539,5,3,0.309,0,0.1195,1,11.2,2.18
NH-27 (East-West Corridor),25.4,1309.1,4.0,4.9,8.3,18.3,1029.3,0.639,1,2,0.0549,0,0.0322,0,0.0,1.6
Guwahati-Jalukbari-Khanapara Urban,19.0,627.8,0.1,0.1,0.2,19.4,462.1,0.223,3,4,0.0333,0,0.0524,0,0.0,1.28
Guwahati-Jalukbari-Khanapara Urban,53.6,1714.3,1.1,3.3,5.7,54.8,1975.6,0.532,2,3,0.3659,0,0.0257,0,0.0,2.13
NH-37 (Silchar-Imphal),53.7,1297.6,0.3,0.6,1.2,53.9,1902.2,0.335,2,2,0.3889,0,0.0269,0,0.0,2.33
NH-06 (Guwahati-Shillong),42.2,1608.4,1.1,1.1,2.1,45.9,464.8,0.555,4,1,0.3637,1,0.064,0,0.0,2.46
NH-15 (North Bank Brahmaputra),29.6,427.1,3.7,6.6,10.7,34.4,1999.8,0.42,8,4,0.1432,0,0.0241,0,0.0,1.49
NH-06 (Guwahati-Shillong),30.0,506.9,14.0,82.9,320.6,35.2,4599.3,0.432,2,4,0.7865,1,0.0834,0,0.0,2.96
NH-15 (North Bank Brahmaputra),46.2,1675.2,52.3,323.3,750.0,25.3,1546.3,0.31,5,1,0.9562,1,0.2855,0,0.0,3.99
NH-37 (Silchar-Imphal),53.6,483.4,36.4,208.0,424.3,32.3,1640.8,0.751,3,4,0.9381,1,0.2516,0,0.0,3.46
NH-15 (North Bank Brahmaputra),53.1,481.8,5.8,16.9,30.5,32.3,379.1,0.428,3,2,0.4278,0,0.0774,0,0.0,2.47
NH-27 (East-West Corridor),48.5,372.4,18.2,146.0,488.5,16.4,837.7,0.438,3,3,0.94,1,0.2861,0,0.0,3.65
NH-06 (Guwahati-Shillong),42.6,2119.5,12.5,95.2,201.3,33.1,205.7,0.826,2,5,0.9004,1,0.3489,0,0.0,3.33
NH-37 (Silchar-Imphal),18.6,1714.4,1.1,2.7,4.4,34.2,229.8,0.652,3,2,0.0331,0,0.1054,0,0.0,1.63
NH-37 (Silchar-Imphal),22.0,1003.5,5.0,13.3,19.7,41.6,5000.0,0.184,4,3,0.0628,0,0.0259,0,0.0,1.46
NH-06 (Guwahati-Shillong),53.6,898.6,50.8,318.4,750.0,35.7,466.4,0.799,6,4,0.9486,1,0.4383,1,79.1,4.26
NH-10 (Siliguri-Gangtok),41.1,997.0,21.9,144.0,464.5,49.5,1253.2,0.847,0,4,0.8953,1,0.2452,1,36.7,3.64
NH-15 (North Bank Brahmaputra),15.4,1783.1,8.8,78.9,320.6,29.7,1464.7,0.83,5,3,0.4571,1,0.0732,0,0.0,2.38
NH-27 (East-West Corridor),19.4,1573.5,38.4,170.3,376.7,31.4,1711.7,0.67,1,4,0.4406,0,0.2458,0,0.0,2.36
NH-10 (Siliguri-Gangtok),43.5,692.6,21.9,144.6,401.7,37.9,4985.3,0.352,6,5,0.9444,1,0.2057,0,0.0,3.28
NH-10 (Siliguri-Gangtok),15.2,672.1,47.0,310.2,750.0,23.1,371.1,0.541,4,3,0.4563,0,0.4985,1,115.6,3.47
NH-15 (North Bank Brahmaputra),21.9,532.0,1.4,3.4,4.3,30.7,183.0,0.289,0,1,0.0398,0,0.1277,0,0.0,1.81
NH-27 (East-West Corridor),38.6,1571.6,2.0,3.4,6.1,42.4,573.7,0.394,4,3,0.3074,0,0.0484,1,5.0,2.06
Guwahati-Jalukbari-Khanapara Urban,44.8,1764.1,11.1,85.7,305.2,31.5,261.5,0.35,6,4,0.9463,1,0.2625,0,0.0,3.49
NH-06 (Guwahati-Shillong),43.0,840.3,3.2,3.3,4.4,51.3,168.1,0.437,2,2,0.3321,0,0.1331,0,0.0,2.31
NH-15 (North Bank Brahmaputra),24.6,388.7,15.4,92.0,245.9,39.6,507.6,0.58,1,1,0.6263,1,0.2404,0,0.0,3.22
NH-37 (Silchar-Imphal),45.6,502.0,21.7,130.8,323.7,21.2,1375.0,0.47,0,2,0.9198,1,0.2322,0,0.0,3.7
NH-06 (Guwahati-Shillong),25.2,2140.5,54.8,380.0,750.0,34.5,818.1,0.462,9,1,0.7456,1,0.3606,0,0.0,3.6
NH-10 (Siliguri-Gangtok),29.0,896.6,28.5,203.0,504.9,45.6,450.1,0.498,9,4,0.818,1,0.4472,1,82.9,4.01
NH-15 (North Bank Brahmaputra),47.1,1773.1,3.3,6.2,8.1,40.7,999.8,0.82,2,2,0.3254,0,0.0341,0,0.0,2.2
Guwahati-Jalukbari-Khanapara Urban,42.9,1505.6,1.8,3.4,4.5,50.4,361.2,0.88,2,4,0.2767,0,0.0695,0,0.0,1.83
Guwahati-Jalukbari-Khanapara Urban,51.5,1056.6,1.6,3.7,7.0,45.0,161.6,0.469,2,2,0.37,0,0.134,0,0.0,2.4
NH-06 (Guwahati-Shillong),43.3,730.5,4.9,65.6,242.7,17.5,1306.3,0.61,4,5,0.9146,1,0.0454,0,0.0,3.06
NH-15 (North Bank Brahmaputra),39.4,574.6,12.4,85.7,262.4,19.5,932.0,0.399,4,3,0.9223,1,0.1147,0,0.0,3.44
NH-10 (Siliguri-Gangtok),19.0,1487.8,26.0,170.0,450.2,41.0,1299.4,0.688,5,1,0.5778,1,0.2924,0,0.0,3.16
NH-27 (East-West Corridor),30.8,1783.1,0.1,0.2,0.3,24.5,181.8,0.464,3,4,0.1282,0,0.1087,0,0.0,1.54
NH-37 (Silchar-Imphal),26.4,1541.2,0.1,0.2,0.3,38.5,1601.8,0.422,2,3,0.0737,0,0.0257,0,0.0,1.49
Guwahati-Jalukbari-Khanapara Urban,25.5,1331.1,7.0,57.4,180.6,46.7,923.1,0.88,3,3,0.5307,0,0.0577,0,0.0,2.52
NH-37 (Silchar-Imphal),56.8,427.6,4.9,11.1,14.6,38.1,813.0,0.306,1,5,0.3419,0,0.0343,0,0.0,1.79
NH-10 (Siliguri-Gangtok),31.9,2141.7,1.0,1.2,1.8,31.6,933.8,0.108,1,3,0.1467,0,0.0324,0,0.0,1.65
NH-06 (Guwahati-Shillong),53.4,1827.6,24.9,152.8,402.4,40.9,1748.6,0.682,2,4,0.9355,1,0.2343,0,0.0,3.44
NH-10 (Siliguri-Gangtok),42.1,891.7,17.3,128.6,468.3,20.7,857.3,0.484,1,2,0.9176,0,0.2645,1,42.4,4.05
Guwahati-Jalukbari-Khanapara Urban,49.2,2162.9,1.9,5.6,8.0,43.9,845.8,0.434,1,4,0.3219,0,0.0341,0,0.0,1.89
NH-06 (Guwahati-Shillong),36.6,1463.5,63.8,330.9,750.0,42.9,3890.4,0.88,5,1,0.9199,1,0.2756,0,0.0,3.9
NH-37 (Silchar-Imphal),39.8,1427.5,0.7,2.1,2.8,35.6,1280.9,0.681,5,5,0.2953,1,0.0249,0,0.0,1.67
Guwahati-Jalukbari-Khanapara Urban,36.2,1733.9,6.6,62.9,147.0,26.2,617.1,0.539,2,2,0.7914,0,0.0854,0,0.0,3.28
NH-06 (Guwahati-Shillong),23.4,1851.8,0.4,0.4,0.6,46.9,1133.2,0.423,4,2,0.0657,0,0.0312,0,0.0,1.63
NH-06 (Guwahati-Shillong),46.1,1564.5,0.1,0.1,0.1,35.4,544.4,0.63,3,5,0.3101,0,0.0444,1,5.0,1.76
NH-37 (Silchar-Imphal),27.1,587.0,10.3,60.4,202.8,17.4,357.9,0.238,5,2,0.7122,1,0.1385,0,0.0,3.15
NH-15 (North Bank Brahmaputra),16.0,975.8,0.6,0.7,0.8,51.7,876.8,0.457,1,2,0.0257,0,0.0367,0,0.0,1.54
NH-10 (Siliguri-Gangtok),42.8,2067.0,29.4,151.9,380.6,45.7,2256.9,0.543,1,3,0.9217,1,0.2427,0,0.0,3.57
NH-15 (North Bank Brahmaputra),22.6,765.5,21.6,120.8,264.6,38.4,2267.6,0.588,4,5,0.5978,1,0.1785,0,0.0,2.49
NH-15 (North Bank Brahmaputra),55.4,1038.5,34.8,281.2,693.9,32.5,484.7,0.524,2,4,0.9376,1,0.428,0,0.0,3.64
NH-15 (North Bank Brahmaputra),56.0,1149.3,19.7,127.2,370.3,53.4,750.1,0.425,5,1,0.9637,1,0.3132,0,0.0,4.03
NH-15 (North Bank Brahmaputra),54.3,1162.9,0.2,0.3,0.4,46.0,340.2,0.716,4,4,0.3741,1,0.0714,0,0.0,2.04
NH-10 (Siliguri-Gangtok),30.9,1483.9,9.2,82.1,272.1,36.4,4496.6,0.253,2,3,0.8196,0,0.0733,0,0.0,3.18
NH-15 (North Bank Brahmaputra),15.7,2094.7,1.4,3.1,5.0,41.1,3325.6,0.5,5,5,0.0308,0,0.022,0,0.0,1.09
NH-10 (Siliguri-Gangtok),54.9,795.3,5.1,14.4,20.7,26.2,988.7,0.457,3,3,0.3961,0,0.0333,0,0.0,2.2
Guwahati-Jalukbari-Khanapara Urban,33.4,574.8,21.6,172.3,403.5,22.8,1455.4,0.732,1,3,0.8284,1,0.2546,0,0.0,3.37
NH-06 (Guwahati-Shillong),56.6,715.3,6.9,20.6,40.3,25.9,1154.5,0.467,2,3,0.4088,1,0.0323,0,0.0,2.23
NH-27 (East-West Corridor),56.4,1990.8,38.4,222.6,505.5,26.7,869.5,0.629,2,3,0.9374,1,0.3223,0,0.0,3.68
NH-27 (East-West Corridor),51.7,1544.8,2.3,6.6,7.7,44.6,193.9,0.61,0,4,0.2961,0,0.1107,0,0.0,1.91
NH-37 (Silchar-Imphal),27.7,878.9,7.9,60.5,202.4,20.6,635.2,0.22,2,1,0.6813,0,0.0864,0,0.0,3.18
NH-06 (Guwahati-Shillong),31.6,1859.5,56.1,380.0,750.0,46.1,1048.6,0.538,1,2,0.825,1,0.3165,0,0.0,3.58
Guwahati-Jalukbari-Khanapara Urban,51.6,1943.5,0.3,0.8,1.3,35.9,1055.4,0.236,0,2,0.33,0,0.0318,0,0.0,2.21
NH-06 (Guwahati-Shillong),28.6,1916.1,18.4,124.5,336.4,30.4,523.6,0.613,2,3,0.7492,0,0.3378,0,0.0,3.28
NH-37 (Silchar-Imphal),22.3,2050.0,66.7,380.0,750.0,27.0,2423.6,0.419,6,2,0.6539,1,0.2616,0,0.0,3.15
NH-27 (East-West Corridor),38.9,816.6,1.2,3.0,3.6,35.5,296.5,0.764,1,2,0.2313,1,0.0876,1,5.0,2.08
Guwahati-Jalukbari-Khanapara Urban,55.3,1746.8,1.5,3.1,6.2,27.7,705.1,0.517,4,5,0.3679,1,0.0357,0,0.0,1.84
NH-15 (North Bank Brahmaputra),44.9,1202.0,22.8,116.0,384.6,32.2,1089.2,0.411,7,1,0.9542,1,0.2411,0,0.0,3.94
NH-15 (North Bank Brahmaputra),39.5,1907.7,0.9,2.1,3.6,44.6,1105.6,0.766,3,5,0.2533,0,0.0271,0,0.0,1.58
NH-27 (East-West Corridor),19.2,1697.7,0.1,0.1,0.3,40.0,986.8,0.393,3,5,0.033,0,0.0284,0,0.0,1.1
NH-10 (Siliguri-Gangtok),41.4,1786.4,85.0,380.0,750.0,44.9,407.6,0.711,6,4,0.9367,1,0.4734,1,135.2,4.35
NH-37 (Silchar-Imphal),57.6,1563.9,0.3,0.3,0.5,43.5,285.9,0.634,6,1,0.4432,0,0.0949,0,0.0,2.67
NH-27 (East-West Corridor),21.0,678.2,3.2,54.9,168.6,47.6,958.3,0.484,4,2,0.4261,0,0.0524,0,0.0,2.44
Guwahati-Jalukbari-Khanapara Urban,37.3,1358.3,43.5,200.6,636.4,23.1,881.6,0.31,3,5,0.902,1,0.2952,0,0.0,3.28
NH-06 (Guwahati-Shillong),52.7,2171.6,32.1,147.4,358.4,54.8,308.1,0.773,5,5,0.9499,1,0.5058,0,0.0,3.59
NH-37 (Silchar-Imphal),46.9,2084.2,0.3,0.9,1.1,34.0,1127.0,0.64,2,5,0.2922,0,0.0262,0,0.0,1.67
NH-27 (East-West Corridor),45.0,429.9,1.0,1.2,2.2,43.7,635.8,0.411,1,5,0.2863,1,0.0397,0,0.0,1.67
NH-10 (Siliguri-Gangtok),45.2,654.9,0.2,0.3,0.4,42.1,1031.5,0.594,2,1,0.3356,0,0.0343,0,0.0,2.37
NH-27 (East-West Corridor),30.5,593.7,43.7,292.8,750.0,37.6,1603.0,0.731,3,3,0.8097,1,0.2664,0,0.0,3.35
NH-15 (North Bank Brahmaputra),27.6,1693.1,0.1,0.3,0.3,54.8,298.8,0.57,3,4,0.0919,0,0.0805,0,0.0,1.43
Guwahati-Jalukbari-Khanapara Urban,49.8,1862.9,1.2,2.2,2.8,23.7,165.5,0.593,4,2,0.3783,0,0.1272,0,0.0,2.41
NH-10 (Siliguri-Gangtok),49.8,745.0,3.3,5.4,9.0,31.9,1358.0,0.736,1,3,0.302,0,0.0275,0,0.0,1.99
NH-15 (North Bank Brahmaputra),52.3,1285.8,1.8,3.7,5.6,20.1,902.7,0.827,5,2,0.389,1,0.0345,1,5.0,2.38
NH-10 (Siliguri-Gangtok),54.3,1905.3,1.9,2.8,5.1,22.3,1112.2,0.528,0,1,0.315,0,0.0323,0,0.0,2.33
NH-37 (Silchar-Imphal),37.0,1705.7,15.9,140.4,516.4,43.5,1606.9,0.309,2,1,0.915,1,0.2421,1,39.4,4.15
Guwahati-Jalukbari-Khanapara Urban,36.6,1353.1,0.8,1.4,2.8,15.2,1448.9,0.316,4,1,0.274,0,0.0283,0,0.0,2.23
Guwahati-Jalukbari-Khanapara Urban,49.3,1442.1,3.7,9.7,11.1,50.6,2743.7,0.426,4,3,0.4175,1,0.0258,0,0.0,2.24
NH-10 (Siliguri-Gangtok),42.9,1290.5,0.2,0.5,0.6,40.3,764.2,0.382,1,3,0.2903,0,0.0376,0,0.0,1.98
NH-06 (Guwahati-Shillong),45.2,900.5,58.9,364.1,750.0,32.6,686.3,0.247,3,2,0.9456,1,0.3797,1,92.7,4.58
NH-06 (Guwahati-Shillong),49.2,1395.3,15.7,84.1,302.3,28.3,561.2,0.88,3,4,0.929,1,0.1684,0,0.0,3.36
NH-37 (Silchar-Imphal),53.3,1624.4,3.6,7.3,13.2,20.1,283.5,0.645,5,5,0.3786,1,0.0782,0,0.0,1.91
NH-37 (Silchar-Imphal),29.5,1965.6,21.6,133.3,426.2,51.9,830.0,0.456,0,2,0.772,1,0.3011,0,0.0,3.45
NH-37 (Silchar-Imphal),31.2,1527.1,0.8,2.1,2.8,43.5,409.5,0.544,5,1,0.1882,0,0.0712,0,0.0,2.08
NH-37 (Silchar-Imphal),19.0,1758.1,34.7,213.3,500.6,28.5,2183.8,0.228,5,2,0.5929,1,0.2622,0,0.0,3.01
NH-10 (Siliguri-Gangtok),39.9,646.1,3.1,8.6,13.4,17.8,850.1,0.758,5,4,0.2974,1,0.033,0,0.0,1.84
NH-37 (Silchar-Imphal),16.5,1203.9,21.3,148.4,347.4,28.0,868.8,0.199,2,3,0.4608,0,0.2929,0,0.0,2.6
NH-15 (North Bank Brahmaputra),35.0,367.3,56.4,299.3,750.0,22.4,500.7,0.642,6,3,0.899,0,0.4296,0,0.0,3.7
NH-06 (Guwahati-Shillong),38.3,806.4,15.3,110.7,363.5,46.5,192.7,0.219,2,2,0.9223,1,0.5009,0,0.0,3.98
NH-27 (East-West Corridor),27.3,1694.0,0.1,0.2,0.4,43.8,175.8,0.475,4,3,0.1001,0,0.1199,0,0.0,1.64
NH-15 (North Bank Brahmaputra),40.4,2184.8,1.8,4.2,7.3,34.9,590.4,0.774,0,5,0.2057,0,0.0421,0,0.0,1.49
NH-15 (North Bank Brahmaputra),16.3,533.5,31.9,200.6,677.6,50.4,220.7,0.256,1,3,0.4499,1,0.615,0,0.0,2.9
NH-06 (Guwahati-Shillong),16.6,1092.8,6.5,18.4,29.9,22.2,896.8,0.523,3,3,0.0325,0,0.0364,0,0.0,1.41
NH-37 (Silchar-Imphal),50.4,1830.1,18.7,129.5,314.8,33.1,1852.7,0.663,0,1,0.9285,1,0.2226,0,0.0,3.86
NH-10 (Siliguri-Gangtok),30.5,727.5,25.5,196.3,435.1,43.4,1865.9,0.634,5,1,0.8593,1,0.2793,0,0.0,3.77
Guwahati-Jalukbari-Khanapara Urban,20.5,1376.9,49.8,353.9,750.0,17.7,1010.8,0.563,8,3,0.5744,1,0.2987,1,63.8,3.34
NH-27 (East-West Corridor),37.5,1706.2,0.7,1.6,2.7,29.9,339.8,0.639,4,3,0.2591,0,0.0736,0,0.0,1.94
NH-27 (East-West Corridor),48.1,1489.6,14.4,133.7,339.4,37.9,1740.2,0.44,3,3,0.9441,1,0.2043,0,0.0,3.58
NH-15 (North Bank Brahmaputra),24.3,697.8,30.2,154.3,311.2,29.7,1887.9,0.88,3,2,0.6302,0,0.2532,0,0.0,3.09
NH-37 (Silchar-Imphal),41.8,1007.5,78.4,380.0,750.0,34.2,325.2,0.26,2,4,0.926,1,0.5197,0,0.0,3.7
NH-37 (Silchar-Imphal),18.7,1800.0,1.3,1.5,1.8,39.3,1219.8,0.759,2,2,0.0294,0,0.03,0,0.0,1.54
NH-27 (East-West Corridor),17.2,1375.3,1.1,2.8,5.2,29.7,420.1,0.584,8,4,0.0331,0,0.0587,0,0.0,1.28
NH-15 (North Bank Brahmaputra),37.8,359.7,2.5,3.7,5.2,19.2,1448.2,0.661,3,5,0.2217,0,0.0235,0,0.0,1.51
NH-10 (Siliguri-Gangtok),38.2,1757.8,2.1,2.2,2.6,20.6,4863.4,0.693,0,3,0.1913,0,0.0235,0,0.0,1.74
NH-27 (East-West Corridor),42.4,415.3,61.1,380.0,750.0,36.1,174.4,0.65,4,2,0.9386,1,0.6631,1,134.0,4.85
NH-15 (North Bank Brahmaputra),46.2,1729.6,60.4,274.2,750.0,22.0,1971.3,0.404,4,4,0.9419,1,0.2432,0,0.0,3.46
NH-10 (Siliguri-Gangtok),57.0,724.6,0.6,0.8,1.2,50.6,929.6,0.498,1,3,0.3425,1,0.0335,0,0.0,2.09
NH-06 (Guwahati-Shillong),37.2,2122.4,59.5,344.0,750.0,48.4,3051.0,0.289,1,5,0.8929,1,0.2368,0,0.0,3.2
NH-37 (Silchar-Imphal),28.9,1030.7,2.1,3.0,4.1,29.0,650.4,0.496,2,4,0.0939,0,0.0404,0,0.0,1.4
NH-15 (North Bank Brahmaputra),49.2,954.8,10.4,24.5,40.4,48.2,1653.9,0.608,3,3,0.4397,0,0.0318,0,0.0,2.3
NH-10 (Siliguri-Gangtok),26.6,625.4,2.1,2.5,4.7,36.3,201.5,0.659,3,3,0.0778,0,0.1104,1,10.5,1.66
NH-27 (East-West Corridor),33.9,915.4,1.9,3.9,6.6,21.4,476.7,0.62,5,2,0.2197,0,0.0577,0,0.0,1.99
NH-06 (Guwahati-Shillong),18.4,1971.8,16.8,156.9,411.1,39.6,205.5,0.234,3,3,0.5279,1,0.5936,1,71.6,3.59
NH-27 (East-West Corridor),16.1,2193.2,0.7,1.0,2.1,42.2,3112.2,0.449,1,3,0.0238,0,0.0243,0,0.0,1.38
NH-15 (North Bank Brahmaputra),56.4,1031.4,12.9,69.7,178.1,18.4,1508.5,0.431,4,3,0.9268,1,0.0665,0,0.0,3.4
NH-06 (Guwahati-Shillong),50.9,1179.9,6.9,8.3,13.1,27.6,1681.4,0.314,4,3,0.4092,0,0.0266,0,0.0,2.23
Guwahati-Jalukbari-Khanapara Urban,44.9,1685.8,29.3,152.9,515.0,15.2,2374.0,0.4,6,4,0.944,1,0.223,1,44.3,3.78
NH-06 (Guwahati-Shillong),32.6,1989.5,0.7,1.2,1.3,27.7,221.2,0.55,6,1,0.2067,1,0.1118,0,0.0,2.17
NH-15 (North Bank Brahmaputra),22.5,1447.1,2.9,4.9,8.4,28.4,539.7,0.804,6,1,0.0576,0,0.0556,0,0.0,1.78
NH-10 (Siliguri-Gangtok),21.7,1074.3,0.3,0.7,1.0,40.2,208.9,0.378,6,2,0.0593,0,0.1126,0,0.0,1.69
Guwahati-Jalukbari-Khanapara Urban,25.8,1113.4,2.9,3.3,4.2,23.0,339.4,0.347,2,4,0.0636,0,0.0702,0,0.0,1.36
NH-15 (North Bank Brahmaputra),38.6,1636.9,3.4,9.3,12.5,16.2,358.4,0.442,3,1,0.2915,0,0.0789,0,0.0,2.32
NH-06 (Guwahati-Shillong),45.7,356.0,18.1,114.4,420.6,27.6,656.6,0.611,7,2,0.9489,1,0.2763,0,0.0,3.81
NH-06 (Guwahati-Shillong),43.4,1496.2,49.8,269.1,750.0,48.0,400.2,0.77,1,2,0.9222,1,0.5059,0,0.0,3.98
NH-10 (Siliguri-Gangtok),27.0,1007.7,24.5,109.3,273.0,31.0,235.2,0.534,4,3,0.7458,1,0.49,1,85.4,4.07
NH-37 (Silchar-Imphal),56.1,1819.3,5.5,14.6,17.6,31.6,296.6,0.29,6,3,0.4641,1,0.0887,0,0.0,2.41
NH-37 (Silchar-Imphal),46.7,522.0,1.4,1.9,2.7,33.8,277.5,0.328,1,2,0.3267,0,0.0918,0,0.0,2.26
NH-15 (North Bank Brahmaputra),38.8,1438.2,0.6,0.7,1.2,45.1,3041.8,0.584,3,3,0.2748,0,0.0244,0,0.0,1.93
NH-15 (North Bank Brahmaputra),41.3,1239.8,3.8,28.7,109.8,34.2,1289.3,0.729,2,4,0.5003,1,0.0303,0,0.0,2.28
NH-37 (Silchar-Imphal),33.0,1538.3,19.2,125.5,388.4,18.7,2897.7,0.877,3,4,0.8335,1,0.1814,0,0.0,3.16
Guwahati-Jalukbari-Khanapara Urban,25.7,470.0,55.6,358.2,699.3,23.3,613.5,0.337,4,2,0.7285,1,0.3986,1,91.5,4.12
NH-15 (North Bank Brahmaputra),30.3,1423.0,26.6,177.0,602.8,22.5,411.0,0.575,3,4,0.7976,1,0.4513,0,0.0,3.35
NH-37 (Silchar-Imphal),47.6,1388.7,2.2,3.4,4.1,35.3,1430.8,0.365,1,1,0.3425,1,0.0298,0,0.0,2.38
Guwahati-Jalukbari-Khanapara Urban,15.6,1387.2,0.1,0.4,0.5,16.2,465.9,0.388,3,4,0.0246,0,0.0518,0,0.0,1.26
NH-37 (Silchar-Imphal),20.0,1466.5,0.8,2.3,3.7,26.3,434.6,0.373,0,4,0.0269,0,0.0565,0,0.0,1.27
NH-10 (Siliguri-Gangtok),17.0,1601.5,0.0,0.1,0.2,39.3,361.7,0.49,2,3,0.0269,0,0.0705,0,0.0,1.43
Guwahati-Jalukbari-Khanapara Urban,16.8,1839.2,2.8,5.5,10.3,29.2,261.1,0.391,5,2,0.0384,0,0.0969,0,0.0,1.63
NH-37 (Silchar-Imphal),51.8,849.2,2.0,5.6,7.8,43.3,387.1,0.88,3,4,0.3386,0,0.0652,0,0.0,1.96
NH-27 (East-West Corridor),45.3,1876.3,41.6,206.0,604.1,30.6,501.2,0.467,0,1,0.9257,1,0.4581,0,0.0,4.09
NH-37 (Silchar-Imphal),35.4,1271.8,22.7,119.1,294.5,54.2,1046.7,0.728,1,5,0.8595,1,0.2196,0,0.0,3.11
NH-27 (East-West Corridor),19.2,492.6,4.4,60.6,173.6,53.6,201.7,0.431,3,4,0.3855,0,0.1735,1,14.7,2.28
NH-27 (East-West Corridor),36.1,458.3,39.0,175.4,418.5,47.0,339.1,0.88,6,4,0.9058,1,0.5106,0,0.0,3.65
NH-06 (Guwahati-Shillong),35.4,968.3,3.0,4.8,5.4,53.2,1474.5,0.611,2,4,0.2021,0,0.0263,0,0.0,1.62
NH-15 (North Bank Brahmaputra),22.4,1802.1,3.1,7.8,14.7,23.2,277.1,0.701,0,1,0.0373,0,0.0973,0,0.0,1.78
NH-37 (Silchar-Imphal),33.7,1659.2,7.7,63.7,240.8,45.0,485.6,0.444,2,5,0.831,1,0.0967,0,0.0,2.92
NH-06 (Guwahati-Shillong),32.1,1808.9,4.7,9.7,13.9,27.9,1750.0,0.726,4,4,0.1618,0,0.0248,0,0.0,1.53
NH-06 (Guwahati-Shillong),41.5,1306.9,5.0,6.2,8.8,44.0,284.7,0.61,2,3,0.2919,0,0.0898,0,0.0,2.03
Guwahati-Jalukbari-Khanapara Urban,42.3,1164.4,1.6,2.6,4.3,30.0,219.1,0.482,6,4,0.3466,0,0.0984,0,0.0,2.01
NH-27 (East-West Corridor),16.9,622.8,1.3,2.0,3.1,26.6,680.2,0.356,9,4,0.0344,0,0.0385,0,0.0,1.26
NH-06 (Guwahati-Shillong),31.1,957.2,0.1,0.2,0.4,53.4,438.1,0.507,4,4,0.1576,0,0.0582,0,0.0,1.55
NH-37 (Silchar-Imphal),41.9,1152.9,1.7,2.3,3.7,23.4,813.0,0.492,3,2,0.3134,1,0.0371,0,0.0,2.18
NH-10 (Siliguri-Gangtok),36.6,513.9,1.1,2.8,3.4,45.3,1452.9,0.706,3,3,0.2355,0,0.027,0,0.0,1.84
NH-37 (Silchar-Imphal),51.8,758.1,28.6,156.8,549.3,42.0,268.0,0.508,6,4,0.9537,1,0.5459,0,0.0,3.79
NH-27 (East-West Corridor),43.3,1456.7,1.0,2.1,3.8,27.1,845.3,0.204,3,4,0.33,0,0.0327,0,0.0,1.91
Guwahati-Jalukbari-Khanapara Urban,22.0,1711.0,2.3,3.4,5.7,33.3,713.4,0.666,2,3,0.0395,1,0.0398,0,0.0,1.43
NH-37 (Silchar-Imphal),18.0,2196.9,0.2,0.3,0.5,20.7,274.5,0.783,0,3,0.0201,0,0.0855,0,0.0,1.43
NH-37 (Silchar-Imphal),42.6,2076.3,0.3,0.6,0.7,51.8,932.5,0.25,4,5,0.3509,1,0.0301,0,0.0,1.8
NH-15 (North Bank Brahmaputra),16.1,1538.7,3.1,62.1,176.9,53.7,405.8,0.875,1,3,0.2791,1,0.1089,0,0.0,2.02
NH-06 (Guwahati-Shillong),40.2,1129.3,10.8,80.3,283.6,44.3,685.3,0.801,0,4,0.8846,1,0.1179,1,9.9,3.29
NH-15 (North Bank Brahmaputra),55.4,1526.9,23.5,179.4,505.4,49.0,218.7,0.436,4,3,0.9551,1,0.6088,1,77.0,4.58
NH-37 (Silchar-Imphal),39.7,1803.5,3.2,4.1,6.3,18.3,642.3,0.349,1,2,0.257,0,0.0448,0,0.0,2.06
NH-27 (East-West Corridor),31.7,568.9,46.2,223.7,640.1,30.4,442.8,0.74,3,3,0.8298,1,0.4606,0,0.0,3.58
